params/use_sde,params/learning_rate,params/rollout_buffer_kwargs,params/n_steps,params/policy,params/max_grad_norm,params/gae_lambda,params/policy_kwargs,rollout/ep_len_mean,params/clip_range_vf,time/fps,params/batch_size,params/sde_sample_freq,params/rollout_buffer_class,params/vf_coef,params/gamma,time/time_elapsed,time/iterations,params/n_epochs,params/verbose,params/_init_setup_model,rollout/ep_rew_mean,time/total_timesteps,params/device,params/stats_window_size,mean_reward,params/normalize_advantage,params/clip_range,params/seed,params/ent_coef,train/value_loss,train/loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/clip_range,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
,,,,,,,,15.0,,15,,,,,,484,10,,,,-0.8075294099999999,7500,,,-0.81362855,,,,,0.12289119561513265,-0.009751766920089722,0.059511110900590816,9.983125e-05,-0.00781539460419835,0.02235698699951172,270,0.008688577,0.2,-1.6377664009730022,,
,,,,,,,,15.0,,15,,,,,,532,11,,,,-0.8430313100000001,8250,,,-0.83256376,,,,,0.15482885191837947,-0.0008918419480323792,0.025733333406969906,9.98125e-05,-0.007497167730189136,-0.11988484859466553,300,0.0088844,0.2,-1.654313325881958,,
,,,,,,,,15.0,,15,,,,,,580,12,,,,-0.8235931999999999,9000,,,-0.85349876,,,,,0.12158694590131441,-0.01912105455994606,0.07760000048050036,9.979375e-05,-0.011259203332374134,-0.06995534896850586,330,0.010870318,0.2,-1.6613096952438355,,
,,,,,,,,15.0,,15,,,,,,628,13,,,,-0.7918607,9750,,,-0.7936876,,,,,0.14724579403797786,-0.012025006115436554,0.1946222229550282,9.9775e-05,-0.019424022948193467,-0.0070133209228515625,360,0.013816404,0.2,-1.6237899740537007,,
,,,,,,,,,,,,,,,,,,,,,,10000,,,-0.7900339,,,,,0.14305602113405863,-0.01168164610862732,0.05208888871905704,9.975625e-05,-0.01165258154810873,-0.05404818058013916,390,0.007946336,0.2,-1.6145204544067382,15.0,-1.0
,,,,,,,,15.05,,15,,,,,,680,14,,,,-0.8171921799999999,10500,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,728,15,,,,-0.88040593,11250,,,-0.8443506,,,,,0.10849575499693552,-0.02689853310585022,0.07893333323299885,9.97375e-05,-0.013397269594524482,-0.2192016839981079,420,0.010644423,0.2,-1.6089231411616007,,
,,,,,,,,15.0,,15,,,,,,775,16,,,,-0.86558578,12000,,,-0.91646135,,,,,0.08943683331211408,-0.03443766385316849,0.03737777816131711,9.971875000000001e-05,-0.01256737042817727,-0.11457908153533936,450,0.007556764,0.2,-1.5992672085762023,,
,,,,,,,,15.0,,15,,,,,,823,17,,,,-0.86034539,12750,,,-0.81471026,,,,,0.11088339686393738,-0.02475741133093834,0.0659555551285545,9.970000000000001e-05,-0.013563072014980311,-1.6689300537109375e-05,480,0.0071149548,0.2,-1.5842474897702534,,
,,,,,,,,15.0,,15,,,,,,870,18,,,,-0.76702718,13500,,,-0.9059805,,,,,0.07044405390818914,-0.04123586416244507,0.03453333325063189,9.968125e-05,-0.012802370317932224,-0.12117230892181396,510,0.0072899642,0.2,-1.552539086341858,,
,,,,,,,,15.0,,15,,,,,,917,19,,,,-0.6684370300000001,14250,,,-0.6280738,,,,,0.28198532660802206,0.04870525747537613,0.06275555621056507,9.96625e-05,-0.015109889171096628,-0.0470733642578125,540,0.009063036,0.2,-1.55708620150884,,
,,,,,,,,,,,,,,,,,,,,,,15000,,,-0.7088002,,,,,0.21913401583830516,0.016759581863880157,0.07697777822613716,9.964374999999999e-05,-0.01828854516370791,-0.04594993591308594,570,0.007881175,0.2,-1.5597856521606446,15.0,-1.0
,,,,,,,,15.0,,15,,,,,,968,20,,,,-0.74933001,15000,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,1015,21,,,,-0.80595115,15750,,,-0.7898598,,,,,0.16222245196501414,-0.006572999060153961,0.0412000000399227,9.962500000000001e-05,-0.015873219591742652,0.003447592258453369,600,0.007290518,0.2,-1.5319397926330567,,
,,,,,,,,15.05,,15,,,,,,1062,22,,,,-0.83394373,16500,,,-0.8220425,,,,,0.14151127139727274,-0.0092276930809021,0.0795999997916321,9.960625e-05,-0.014636772986553186,-0.017972111701965332,630,0.005501995,0.2,-1.5484347144762676,,
,,,,,,,,15.0,,15,,,,,,1109,23,,,,-0.8762361200000001,17250,,,-0.84584486,,,,,0.09699244077006976,-0.04521803557872772,0.16871111346408724,9.95875e-05,-0.02252525326928332,-0.1167527437210083,660,0.012917977,0.2,-1.5668131907780964,,
,,,,,,,,15.0,,15,,,,,,1156,24,,,,-0.8450289500000001,18000,,,-0.87504387,,,,,0.06952098123729229,-0.056117162108421326,0.1400000002235174,9.956875e-05,-0.02222302684450727,-0.17061960697174072,690,0.011464426,0.2,-1.54791100025177,,
,,,,,,,,15.0,,15,,,,,,1203,25,,,,-0.7877154300000001,18750,,,-0.81501406,,,,,0.13731923525532086,-0.025526296347379684,0.10093333354840676,9.955000000000001e-05,-0.023512306477641687,-0.10316956043243408,720,0.012949344,0.2,-1.5384764115015666,,
,,,,,,,,15.0,,15,,,,,,1258,26,,,,-0.76595822,19500,,,-0.7920003,,,,,0.16393951177597046,-0.006585270166397095,0.10999999890724818,9.953125000000001e-05,-0.019659102322440593,-0.16842055320739746,750,0.0108762,0.2,-1.5122961481412251,,
,,,,,,,,,,,,,,,,,,,,,,20000,,,-0.7399162,,,,,0.20954036364952724,0.016222022473812103,0.09462222236519059,9.95125e-05,-0.021478864856255758,0.0036440491676330566,780,0.011747676,0.2,-1.488422648111979,15.0,-0.6843771934509277
,,,,,,,,15.05,,15,,,,,,1309,27,,,,-0.74147534,20250,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,1356,28,,,,-0.8029453200000001,21000,,,-0.77339387,,,,,0.18962074915568033,0.002845779061317444,0.12164444345980882,9.949375e-05,-0.02077861119717257,-0.04274344444274902,810,0.009293677,0.2,-1.491749385992686,,
,,,,,,,,15.0,,15,,,,,,1403,29,,,,-0.78083302,21750,,,-0.78042305,,,,,0.16708366423845292,-0.0006525516510009766,0.09524444441000621,9.9475e-05,-0.019140299302453378,-0.038013339042663574,840,0.007452128,0.2,-1.4795128226280212,,
,,,,,,,,15.0,,15,,,,,,1450,30,,,,-0.57682765,22500,,,-0.7291696,,,,,0.1917372112472852,0.007125519216060638,0.10631111152470112,9.945625000000001e-05,-0.019963032882432983,-0.02833735942840576,870,0.009909251,0.2,-1.4922212362289429,,
,,,,,,,,15.0,,15,,,,,,1496,31,,,,-0.57620841,23250,,,-0.47655937,,,,,0.3771909028291702,0.08101853728294373,0.07173333428800106,9.94375e-05,-0.021552152528556898,-0.014045000076293945,900,0.009638526,0.2,-1.4811233520507812,,
,,,,,,,,15.0,,15,,,,,,1543,32,,,,-0.66081154,24000,,,-0.7279308,,,,,0.193631977836291,0.006791211664676666,0.09080000066508849,9.941875e-05,-0.01887918322833464,-9.775161743164062e-05,930,0.008169744,0.2,-1.479060169061025,,
,,,,,,,,15.0,,15,,,,,,1590,33,,,,-0.59837078,24750,,,-0.5306113,,,,,0.2196098878979683,0.016119688749313354,0.08688888866454363,9.94e-05,-0.022211955860557242,-0.01995241641998291,960,0.006563044,0.2,-1.4725758592287699,,
,,,,,,,,,,,,,,,,,,,,,,25000,,,-0.6358868,,,,,0.24672143310308456,0.02221474051475525,0.07742222252612313,9.938125e-05,-0.02418042993163172,-0.07544338703155518,990,0.010728412,0.2,-1.4511255661646525,15.0,-0.05981491804122925
,,,,,,,,15.05,,15,,,,,,1642,34,,,,-0.58789796,25500,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,1689,35,,,,-0.52146364,26250,,,-0.60299015,,,,,0.257557687163353,0.02560734748840332,0.08288888885484387,9.936250000000001e-05,-0.026110093229765912,-0.07097232341766357,1020,0.01114673,0.2,-1.451430118083954,,
,,,,,,,,15.0,,15,,,,,,1736,36,,,,-0.49435181,27000,,,-0.43862975,,,,,0.3240178883075714,0.05907142162322998,0.0787999995984137,9.934375e-05,-0.0253263866904916,0.011192619800567627,1050,0.008997841,0.2,-1.439274247487386,,
,,,,,,,,15.0,,15,,,,,,1783,37,,,,-0.42005911000000007,27750,,,-0.45569184,,,,,0.3002748221158981,0.042613014578819275,0.0998222212617596,9.932500000000002e-05,-0.026518745260530472,-0.08215415477752686,1080,0.011139782,0.2,-1.4353012243906658,,
,,,,,,,,15.0,,15,,,,,,1830,38,,,,-0.36942295999999997,28500,,,-0.41597724,,,,,0.3924679785966873,0.0883222222328186,0.11595555517512063,9.930625e-05,-0.027010012449675967,-0.056992173194885254,1110,0.010110764,0.2,-1.4456088860829672,,
,,,,,,,,15.0,,15,,,,,,1877,39,,,,-0.46259101,29250,,,-0.41725066,,,,,0.3618999977906545,0.06429830193519592,0.08795555494725704,9.928750000000001e-05,-0.029016474932928856,-0.051039695739746094,1140,0.008787752,0.2,-1.4355408112208048,,
,,,,,,,,,,,,,,,,,,,,,,30000,,,-0.42434612,,,,,0.3483907739321391,0.06833489239215851,0.12484444528042028,9.926875e-05,-0.02498124419646337,-0.024437308311462402,1170,0.010712119,0.2,-1.4608230471611023,15.0,0.3667666554450989
,,,,,,,,15.0,,15,,,,,,1928,40,,,,-0.27359371,30000,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,1975,41,,,,-0.06666341999999999,30750,,,-0.060446583,,,,,0.4577935814857483,0.11730404198169708,0.08226666633660594,9.925e-05,-0.024830418601006047,-0.010045170783996582,1200,0.010294572,0.2,-1.436872907479604,,
,,,,,,,,15.05,,15,,,,,,2022,42,,,,-0.11784392,31500,,,-0.071700774,,,,,0.4173807233572006,0.09259746968746185,0.09946666697505861,9.923125e-05,-0.030033179539390293,0.008915483951568604,1230,0.012653745,0.2,-1.4129055539766948,,
,,,,,,,,15.0,,15,,,,,,2069,43,,,,-0.16208623999999996,32250,,,-0.131181,,,,,0.5001670231421789,0.12365449965000153,0.09222222439323863,9.92125e-05,-0.030708740276719125,-0.12081336975097656,1260,0.010704281,0.2,-1.4164729317029316,,
,,,,,,,,15.0,,15,,,,,,2116,44,,,,-0.08544014000000001,33000,,,-0.24651726,,,,,0.3789375325043996,0.07331521809101105,0.09866666674303512,9.919375000000001e-05,-0.029016447878566904,-0.10247623920440674,1290,0.0097238645,0.2,-1.4115116794904072,,
,,,,,,,,15.0,,15,,,,,,2164,45,,,,0.09636629999999999,33750,,,0.08454313,,,,,0.46656977335611977,0.11866263300180435,0.08306666646773617,9.917500000000001e-05,-0.027891012581318823,-0.018898725509643555,1320,0.009871469,0.2,-1.4015026648839315,,
,,,,,,,,15.0,,15,,,,,,2210,46,,,,0.11895995,34500,,,0.10847989,,,,,0.5036442150672277,0.14218801259994507,0.08773333296800653,9.915625000000001e-05,-0.025872561377509394,-0.09884405136108398,1350,0.010367412,0.2,-1.4022826155026753,,
,,,,,,,,,,,,,,,,,,,,,,35000,,,0.109286785,,,,,0.5097889930009842,0.13555631041526794,0.135466665122658,9.91375e-05,-0.0368276451060859,-0.001558065414428711,1380,0.0147323925,0.2,-1.3655845761299132,15.0,1.3969391703605651
,,,,,,,,15.05,,15,,,,,,2262,47,,,,0.15068225999999998,35250,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,2309,48,,,,0.34344449,36000,,,0.19217244,,,,,0.43016258080800374,0.10702328383922577,0.11351111109058062,9.911875000000001e-05,-0.026703942995446005,-0.009145021438598633,1410,0.008500593,0.2,-1.3604486068089803,,
,,,,,,,,15.0,,15,,,,,,2356,49,,,,0.3168087,36750,,,0.47379953,,,,,0.48068814873695376,0.13091804087162018,0.10271111042238772,9.91e-05,-0.03060504550187746,-0.021974563598632812,1440,0.0140779205,0.2,-1.3408701260884603,,
,,,,,,,,15.0,,15,,,,,,2404,50,,,,0.40055686,37500,,,0.27516186,,,,,0.42633432348569233,0.09196418523788452,0.10519999998311201,9.908125e-05,-0.034367710775809565,-0.005780816078186035,1470,0.012564867,0.2,-1.3000370899836222,,
,,,,,,,,15.0,,15,,,,,,2451,51,,,,0.49650036999999997,38250,,,0.5256402,,,,,0.43122851053873695,0.11328758299350739,0.08795555568455408,9.90625e-05,-0.02636406939342463,-0.010961294174194336,1500,0.01330615,0.2,-1.3198176622390747,,
,,,,,,,,15.0,,15,,,,,,2498,52,,,,0.4610962,39000,,,0.45582944,,,,,0.33858531216780346,0.05737483501434326,0.12506666673968236,9.904375e-05,-0.032416462990931344,-0.02025461196899414,1530,0.01387042,0.2,-1.310507595539093,,
,,,,,,,,15.0,,15,,,,,,2545,53,,,,0.34532089000000005,39750,,,0.4146727,,,,,0.40508058071136477,0.0918828547000885,0.08764444490273794,9.902500000000001e-05,-0.03393838475406583,0.009722232818603516,1560,0.012525256,0.2,-1.3033387184143066,,
,,,,,,,,,,,,,,,,,,,,,,40000,,,0.28678304,,,,,0.5050872137149175,0.13591399788856506,0.11631111190654338,9.900625000000001e-05,-0.032128007915287485,-0.04970407485961914,1590,0.015708055,0.2,-1.2857828418413797,15.0,1.397988748550415
,,,,,,,,15.05,,15,,,,,,2597,54,,,,0.4687413399999999,40500,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,2645,55,,,,0.6658345600000001,41250,,,0.73369145,,,,,0.3912409573793411,0.0843978077173233,0.0701333329702417,9.898750000000001e-05,-0.02719004106413987,-0.03995335102081299,1620,0.011332532,0.2,-1.2799325386683147,,
,,,,,,,,15.0,,15,,,,,,2692,56,,,,0.6291851299999999,42000,,,0.5667564,,,,,0.3469568093617757,0.06537174433469772,0.1436888890961806,9.896875e-05,-0.03441113846867034,0.002978980541229248,1650,0.012210073,0.2,-1.2784913818041483,,
,,,,,,,,15.0,,15,,,,,,2740,57,,,,0.71481527,42750,,,0.7128844,,,,,0.30706614355246226,0.044730693101882935,0.16106666692843039,9.895e-05,-0.03527823442351073,-0.027679443359375,1680,0.013754893,0.2,-1.2475607991218567,,
,,,,,,,,15.0,,15,,,,,,2787,58,,,,0.71239978,43500,,,0.74858266,,,,,0.2682257284720739,0.029653392732143402,0.17235555549462636,9.893125e-05,-0.03220085889363868,-0.03019893169403076,1710,0.013946433,0.2,-1.2405601580937704,,
,,,,,,,,15.0,,15,,,,,,2834,59,,,,0.75893106,44250,,,0.60429657,,,,,0.3518871078888575,0.06597698479890823,0.13311111178870003,9.89125e-05,-0.03445457708279918,-0.043334245681762695,1740,0.014115392,0.2,-1.2140073815981547,,
,,,,,,,,,,,,,,,,,,,,,,45000,,,0.86133087,,,,,0.31738644540309907,0.05761979520320892,0.07991111126417914,9.889375e-05,-0.027568970779122577,0.030285894870758057,1770,0.009893006,0.2,-1.202315370241801,15.0,1.4047698259353638
,,,,,,,,15.0,,15,,,,,,2886,60,,,,0.8784866299999998,45000,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,2934,61,,,,0.89962518,45750,,,0.94667953,,,,,0.3328216006358465,0.054313987493515015,0.15493333338138957,9.8875e-05,-0.03512776125178985,-0.04217672348022461,1800,0.015898764,0.2,-1.1997298081715901,,
,,,,,,,,15.05,,15,,,,,,2981,62,,,,0.95094508,46500,,,0.9458744,,,,,0.19414517879486085,-0.002421453595161438,0.11893333376695712,9.885625000000001e-05,-0.03125314775175519,-0.04574000835418701,1830,0.011620413,0.2,-1.2023703575134277,,
,,,,,,,,15.0,,15,,,,,,3029,63,,,,1.02906902,47250,,,0.9447039,,,,,0.2983515391747157,0.045685023069381714,0.11311111177007357,9.883750000000001e-05,-0.0327276669654788,0.08074557781219482,1860,0.014839562,0.2,-1.1984940965970357,,
,,,,,,,,15.0,,15,,,,,,3076,64,,,,0.86665634,48000,,,1.0297393,,,,,0.24703921129306158,0.029095299541950226,0.11502222300817569,9.881875000000001e-05,-0.027518947421774874,0.011313855648040771,1890,0.010293891,0.2,-1.1871344685554504,,
,,,,,,,,15.0,,15,,,,,,3123,65,,,,0.69832173,48750,,,0.651619,,,,,0.44761259655157726,0.11324144154787064,0.16031111155170946,9.88e-05,-0.03200249570684714,-0.05648660659790039,1920,0.010923282,0.2,-1.1927299817403159,,
,,,,,,,,15.0,,15,,,,,,3171,66,,,,0.6940515700000001,49500,,,0.72460264,,,,,0.413796857992808,0.09818072617053986,0.12253333361198505,9.878125e-05,-0.0338368858407769,-0.015515327453613281,1950,0.012734842,0.2,-1.187192730108897,,
,,,,,,,,,,,,,,,,,,,,,,50000,,,0.7468269,,,,,0.47555591563383737,0.1265609711408615,0.15217777738192428,9.87625e-05,-0.03819537893744804,-0.023447632789611816,1980,0.015698418,0.2,-1.1828522046407064,15.0,1.4065945386886596
,,,,,,,,15.05,,15,,,,,,3223,67,,,,0.7580959,50250,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,3270,68,,,,0.89097879,51000,,,0.8732577,,,,,0.2921848237514496,0.04675950109958649,0.13933333257834116,9.874375e-05,-0.03335272340304733,0.01118701696395874,2010,0.011868368,0.2,-1.164488383134206,,
,,,,,,,,15.0,,15,,,,,,3318,69,,,,0.9730209799999998,51750,,,0.9300341,,,,,0.3482897073030472,0.06428217887878418,0.10617777791339904,9.8725e-05,-0.036118171908840944,0.0022351741790771484,2040,0.013569828,0.2,-1.1466055154800414,,
,,,,,,,,15.0,,15,,,,,,3365,70,,,,0.99064094,52500,,,0.94248575,,,,,0.36037825644016264,0.07763223350048065,0.1341333331540227,9.870625e-05,-0.030403989588096713,-0.05517590045928955,2070,0.012629364,0.2,-1.1613632202148438,,
,,,,,,,,15.0,,15,,,,,,3413,71,,,,1.0184346400000002,53250,,,1.0183406,,,,,0.3124381850163142,0.04639740288257599,0.12306666571336487,9.86875e-05,-0.034667443090056364,-0.017638325691223145,2100,0.015013059,0.2,-1.1788791259129843,,
,,,,,,,,15.0,,15,,,,,,3460,72,,,,1.12913626,54000,,,1.0728166,,,,,0.28546302517255145,0.038586199283599854,0.11302222181111574,9.866875000000001e-05,-0.03482909980275564,0.04276174306869507,2130,0.0139522245,0.2,-1.1507529695828755,,
,,,,,,,,15.0,,15,,,,,,3508,73,,,,1.0927610399999999,54750,,,1.217526,,,,,0.19605889916419983,0.005698807537555695,0.13457777722893904,9.865000000000001e-05,-0.027751810363307546,0.040565431118011475,2160,0.01473009,0.2,-1.1602277795473734,,
,,,,,,,,,,,,,,,,,,,,,,55000,,,1.0289457,,,,,0.35700951516628265,0.07855537533760071,0.0947555553012838,9.863125e-05,-0.02987503317154481,-0.01692986488342285,2190,0.011433522,0.2,-1.1370355049769083,15.0,1.6203100442886353
,,,,,,,,15.05,,15,,,,,,3560,74,,,,1.0970996800000001,55500,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,3608,75,,,,1.11340889,56250,,,1.1651922,,,,,0.16627212911844252,-0.014720968902111053,0.1203111108392477,9.86125e-05,-0.031996179050683145,-0.06971216201782227,2220,0.012773631,0.2,-1.1406652092933656,,
,,,,,,,,15.0,,15,,,,,,3655,76,,,,0.9552629899999999,57000,,,0.93673605,,,,,0.3219253718852997,0.06040260195732117,0.13551111215104658,9.859375000000001e-05,-0.0346208027286765,-0.0331343412399292,2250,0.014591745,0.2,-1.1343359033266702,,
,,,,,,,,15.0,,15,,,,,,3703,77,,,,0.9759097100000002,57750,,,0.9944213,,,,,0.4538219660520554,0.11963732540607452,0.1631111119563381,9.8575e-05,-0.038148622276582236,0.019222378730773926,2280,0.015999312,0.2,-1.1198787490526836,,
,,,,,,,,15.0,,15,,,,,,3750,78,,,,1.10877928,58500,,,0.96786547,,,,,0.30311246812343595,0.04997244477272034,0.16240000048031408,9.855625e-05,-0.032392029933797,0.03209489583969116,2310,0.012434382,0.2,-1.088335430622101,,
,,,,,,,,15.0,,15,,,,,,3798,79,,,,1.11443869,59250,,,1.2705237,,,,,0.19208829949299494,0.0038685426115989685,0.1100888884315888,9.85375e-05,-0.028930712954793117,0.05091065168380737,2340,0.009707154,0.2,-1.0646581967671713,,
,,,,,,,,,,,,,,,,,,,,,,60000,,,1.0524974,,,,,0.2729413539171219,0.0449288934469223,0.1353333322952191,9.851875e-05,-0.028921171820888093,0.03641319274902344,2370,0.011129362,0.2,-1.0750314116477966,15.0,1.6079383373260498
,,,,,,,,15.0,,15,,,,,,3850,80,,,,1.13433763,60000,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,3897,81,,,,1.24295454,60750,,,1.1636798,,,,,0.27845889230569204,0.04117927700281143,0.13742222176709523,9.850000000000001e-05,-0.03434104447532445,-0.02114725112915039,2400,0.014515858,0.2,-1.0729154229164124,,
,,,,,,,,15.05,,15,,,,,,3945,82,,,,1.2856777400000001,61500,,,1.3210208,,,,,0.21837537785371144,0.01497262716293335,0.13324444256722928,9.848125000000001e-05,-0.031966434171713055,0.057611703872680664,2430,0.012597255,0.2,-1.0698781212170918,,
,,,,,,,,15.0,,15,,,,,,3992,83,,,,1.21897096,62250,,,1.2297627,,,,,0.18211152007182438,-0.0025200992822647095,0.15924444533884524,9.84625e-05,-0.03237039498498457,0.03164684772491455,2460,0.0131191155,0.2,-1.0703748226165772,,
,,,,,,,,15.0,,15,,,,,,4040,84,,,,1.18778494,63000,,,1.2079061,,,,,0.2913190315167109,0.04965631663799286,0.11484444414575895,9.844375e-05,-0.030299777484597223,-0.0680551528930664,2490,0.0125662675,0.2,-1.0621004422505698,,
,,,,,,,,15.0,,15,,,,,,4087,85,,,,1.2875293799999996,63750,,,1.2401901,,,,,0.20240295579036077,0.010353520512580872,0.12471111152941981,9.842500000000001e-05,-0.031143166731794677,-0.02322244644165039,2520,0.012360738,0.2,-1.046115509668986,,
,,,,,,,,15.0,,15,,,,,,4134,86,,,,1.28637925,64500,,,1.2836509,,,,,0.13788359959920246,-0.02565133199095726,0.12906666702280442,9.840625e-05,-0.0309429544818587,-0.03396964073181152,2550,0.012005126,0.2,-1.071261962254842,,
,,,,,,,,,,,,,,,,,,,,,,65000,,,1.236689,,,,,0.2637287100156148,0.03416834771633148,0.13386666684721907,9.83875e-05,-0.03323365944162425,0.0206107497215271,2580,0.015180996,0.2,-1.058115049203237,15.0,1.6160385608673096
,,,,,,,,15.05,,15,,,,,,4187,87,,,,1.2486098700000001,65250,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,4234,88,,,,1.26021164,66000,,,1.314233,,,,,0.18983556479215621,0.0026159510016441345,0.14439999881821375,9.836875e-05,-0.03202874813028096,-0.01599907875061035,2610,0.01087442,0.2,-1.0605237444241842,,
,,,,,,,,15.0,,15,,,,,,4282,89,,,,1.2816435899999998,66750,,,1.2591547,,,,,0.18394542733828226,-0.005371488630771637,0.13977777784069378,9.835e-05,-0.03386449585076837,0.020650148391723633,2640,0.013200114,0.2,-1.0198064168294272,,
,,,,,,,,15.0,,15,,,,,,4329,90,,,,1.3396551799999994,67500,,,1.3431714,,,,,0.1755826676885287,-0.008909255266189575,0.13711111245987315,9.833125000000001e-05,-0.029365506811522776,-0.01345205307006836,2670,0.012905292,0.2,-1.0252018014589945,,
,,,,,,,,15.0,,15,,,,,,4377,91,,,,1.3966645699999998,68250,,,1.304136,,,,,0.2114337945977847,0.017606161534786224,0.17435555594662824,9.831250000000001e-05,-0.03022717750057992,-0.028647899627685547,2700,0.016784834,0.2,-1.0248745918273925,,
,,,,,,,,15.0,,15,,,,,,4424,92,,,,1.30276824,69000,,,1.3652503,,,,,0.122858348240455,-0.024499118328094482,0.10977777688143155,9.829375000000001e-05,-0.03053710048258722,-0.09224820137023926,2730,0.015015749,0.2,-1.0119301199913024,,
,,,,,,,,15.0,,15,,,,,,4471,93,,,,1.19914829,69750,,,1.2714069,,,,,0.3248133659362793,0.07526437938213348,0.12111111145156125,9.8275e-05,-0.028891535880623594,-0.01210486888885498,2760,0.009324718,0.2,-0.9986360271771749,,
,,,,,,,,,,,,,,,,,,,,,,70000,,,1.1266359,,,,,0.24680967678626378,0.032347872853279114,0.16671111173927783,9.825625e-05,-0.03454154376416572,-0.0429152250289917,2790,0.013806086,0.2,-1.0142980019251506,15.0,1.6106320142745971
,,,,,,,,15.05,,15,,,,,,4524,94,,,,1.11389602,70500,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.05,,15,,,,,,4571,95,,,,1.21082076,71250,,,1.1421217,,,,,0.47243660887082417,0.14424584805965424,0.129333333314086,9.82375e-05,-0.032519384779242995,-0.018137693405151367,2820,0.01408644,0.2,-0.9997083405653636,,
