params/policy_kwargs,params/device,rollout/ep_len_mean,params/rollout_buffer_kwargs,params/_init_setup_model,mean_reward,time/iterations,params/stats_window_size,params/max_grad_norm,params/verbose,params/clip_range,params/normalize_advantage,params/seed,time/total_timesteps,params/rollout_buffer_class,params/policy,params/clip_range_vf,rollout/ep_rew_mean,params/use_sde,time/time_elapsed,params/vf_coef,time/fps,params/gamma,params/batch_size,params/n_steps,params/sde_sample_freq,params/gae_lambda,params/learning_rate,params/n_epochs,params/ent_coef,train/loss,train/value_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
,,15.0,,,-0.22070973,18,,,,,,,13500,,,,-0.23332912999999997,,919,,14,,,,,,,,,-0.026998449116945267,0.10111283088723819,-0.012496609363076283,510,9.968125e-05,0.009666934,-1.5677345395088196,0.04422222225305935,0.2,-0.1562896966934204,,
,,15.0,,,-0.23041448,19,,,,,,,14250,,,,-0.27948499000000004,,969,,14,,,,,,,,,-0.03440263494849205,0.07199779823422432,-0.009772185189370041,540,9.96625e-05,0.007746291,-1.5771877686182658,0.02768888871651143,0.2,-0.06665897369384766,,
,,,,,-0.3113859,,,,,,,,15000,,,,,,,,,,,,,,,,,-0.05213039368391037,0.05727427651484807,-0.01734444462447945,570,9.964374999999999e-05,0.0117043555,-1.5675309816996257,0.12866666776438554,0.2,0.0672345757484436,-0.47616360783576966,15.0
,,15.0,,,,20,,,,,,,15000,,,,-0.29333294000000004,,1023,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,-0.29067323,21,,,,,,,15750,,,,-0.25156184,,1073,,14,,,,,,,,,-0.04510378837585449,0.060348001991709074,-0.012318927274116624,600,9.962500000000001e-05,0.007883333,-1.5455400705337525,0.04337777780989806,0.2,-0.25234854221343994,,
,,15.05,,,-0.227693,22,,,,,,,16500,,,,-0.24362738000000003,,1122,,14,,,,,,,,,-0.03909796476364136,0.07123571410775184,-0.011418370811395443,630,9.960625e-05,0.004735774,-1.54339652856191,0.0332444444221134,0.2,-0.1689082384109497,,
,,15.0,,,-0.25891322,23,,,,,,,17250,,,,-0.25099167000000006,,1172,,14,,,,,,,,,-0.05061131715774536,0.05738053284585476,-0.01545667202370759,660,9.95875e-05,0.0086206915,-1.516170314947764,0.04911111156300952,0.2,0.00015336275100708008,,
,,15.0,,,-0.24246712,24,,,,,,,18000,,,,-0.25315007,,1221,,14,,,,,,,,,-0.034857459366321564,0.08769747267166773,-0.01430710978925281,690,9.956875e-05,0.0056255506,-1.4967897852261862,0.03195555493390809,0.2,-0.02341628074645996,,
,,15.0,,,-0.2648213,25,,,,,,,18750,,,,-0.2335898,,1271,,14,,,,,,,,,-0.04570084810256958,0.06455085886021455,-0.014833873516641975,720,9.955000000000001e-05,0.009779877,-1.5088438073794046,0.04328888872017463,0.2,-0.1942918300628662,,
,,15.0,,,-0.20381889,26,,,,,,,19500,,,,-0.18746484,,1321,,14,,,,,,,,,-0.03544630855321884,0.08604081198573113,-0.015487438742712974,750,9.953125000000001e-05,0.0066520963,-1.5054930925369263,0.06706666670118769,0.2,0.052052438259124756,,
,,,,,-0.17017502,,,,,,,,20000,,,,,,,,,,,,,,,,,-0.034755952656269073,0.10417949656645457,-0.02115099725688084,780,9.95125e-05,0.011376864,-1.4977596362431844,0.1423111119152357,0.2,-0.08191215991973877,-0.6484043002128601,15.0
,,15.05,,,,27,,,,,,,20250,,,,-0.24354987,,1375,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,-0.2828802,28,,,,,,,21000,,,,-0.19634019000000003,,1425,,14,,,,,,,,,-0.05093812197446823,0.05699881017208099,-0.013968640354203287,810,9.949375e-05,0.005408388,-1.5147820353507995,0.02439999997150153,0.2,-0.32084500789642334,,
,,15.0,,,-0.094328314,29,,,,,,,21750,,,,-0.12016561999999999,,1474,,14,,,,,,,,,-0.028651267290115356,0.11978676120440165,-0.019390918262972436,840,9.9475e-05,0.010259752,-1.517415217558543,0.09928888953290879,0.2,-0.09404778480529785,,
,,15.0,,,-0.1817903,30,,,,,,,22500,,,,-0.13622280999999997,,1524,,14,,,,,,,,,-0.04763196408748627,0.0881422591706117,-0.024294132913799102,870,9.945625000000001e-05,0.013036245,-1.478923749923706,0.13426666669547557,0.2,-0.10934603214263916,,
,,15.0,,,-0.1032304,31,,,,,,,23250,,,,-0.1631228,,1573,,14,,,,,,,,,-0.03785834088921547,0.08898090099294981,-0.019313321670292243,900,9.94375e-05,0.013805613,-1.4573486606280008,0.0993777782889083,0.2,-0.024499177932739258,,
,,15.0,,,-0.18153204,32,,,,,,,24000,,,,-0.11297483999999999,,1623,,14,,,,,,,,,-0.04573115333914757,0.08173902953664462,-0.019044005002904048,930,9.941875e-05,0.015179114,-1.462509310245514,0.06911111017689109,0.2,-0.29014432430267334,,
,,15.0,,,-0.010472837,33,,,,,,,24750,,,,-0.02202166999999999,,1672,,14,,,,,,,,,-0.029389027506113052,0.11858560269077618,-0.02131738181481294,960,9.94e-05,0.011501658,-1.4394782622655233,0.08177777786428729,0.2,-0.004559040069580078,,
,,,,,-0.03658697,,,,,,,,25000,,,,,,,,,,,,,,,,,-0.02781311795115471,0.11328981046875318,-0.022528366615581833,990,9.938125e-05,0.012159216,-1.4444301048914592,0.13071111083651582,0.2,0.05946570634841919,0.8031183958053589,15.0
,,15.05,,,,34,,,,,,,25500,,,,-0.036979620000000005,,1727,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,-0.0357987,35,,,,,,,26250,,,,0.0032213999999999897,,1777,,14,,,,,,,,,-0.019045405089855194,0.13927140335241953,-0.024338075286657043,1020,9.936250000000001e-05,0.013610498,-1.4436633547147115,0.12128888859103124,0.2,0.018470048904418945,,
,,15.0,,,0.053242236,36,,,,,,,27000,,,,0.09366776999999998,,1826,,14,,,,,,,,,-0.034384582191705704,0.11491127982735634,-0.02134840047803396,1050,9.934375e-05,0.010902284,-1.4269473512967428,0.07431111029194047,0.2,-0.06469464302062988,,
,,15.0,,,0.13585316,37,,,,,,,27750,,,,0.19882037,,1876,,14,,,,,,,,,-0.02453772723674774,0.13177229488889378,-0.023229651145326595,1080,9.932500000000002e-05,0.011230957,-1.4155775547027587,0.09315555503902335,0.2,0.001049041748046875,,
,,15.0,,,0.2651325,38,,,,,,,28500,,,,0.35775138,,1926,,14,,,,,,,,,-0.016945719718933105,0.1574962854385376,-0.025900192038156078,1110,9.930625e-05,0.012903028,-1.3962947050730388,0.0786222226296862,0.2,-0.04423224925994873,,
,,15.0,,,0.44537818,39,,,,,,,29250,,,,0.3734578900000001,,1976,,14,,,,,,,,,-0.00787084549665451,0.16879834135373434,-0.021646104747036255,1140,9.928750000000001e-05,0.013745523,-1.3988214969635009,0.1262222231986622,0.2,-0.05625319480895996,,
,,,,,0.3070122,,,,,,,,30000,,,,,,,,,,,,,,,,,-0.008222848176956177,0.17076098869244258,-0.0245222728332091,1170,9.926875e-05,0.010027328,-1.3982345501581828,0.08915555489559969,0.2,-0.06919944286346436,0.5847261607646942,15.0
,,15.0,,,,40,,,,,,,30000,,,,0.3547831799999999,,2030,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,0.42536902,41,,,,,,,30750,,,,0.34244851000000004,,2080,,14,,,,,,,,,-0.011289425194263458,0.16675362189610798,-0.027946476358330495,1200,9.925e-05,0.017127039,-1.4021551211675007,0.15604444403822224,0.2,0.07006120681762695,,
,,15.05,,,0.29997456,42,,,,,,,31500,,,,0.3636114599999999,,2130,,14,,,,,,,,,0.010877750813961029,0.23726042856772742,-0.029338500592009056,1230,9.923125e-05,0.013209493,-1.3767168601353963,0.11097777764468143,0.2,-0.1204371452331543,,
,,15.0,,,0.40733692,43,,,,,,,32250,,,,0.4301272999999999,,2180,,14,,,,,,,,,0.000694766640663147,0.18562836001316707,-0.022963676371306363,1260,9.92125e-05,0.012565814,-1.3481391032536825,0.07124444462048511,0.2,-0.032297611236572266,,
,,15.0,,,0.39212245,44,,,,,,,33000,,,,0.39911721,,2229,,14,,,,,,,,,-0.010403931140899658,0.16171448280413944,-0.02484320662857759,1290,9.919375000000001e-05,0.011050569,-1.3525283813476563,0.10657777776941657,0.2,0.06411433219909668,,
,,15.0,,,0.4456128,45,,,,,,,33750,,,,0.4529794100000001,,2279,,14,,,,,,,,,-0.022800929844379425,0.13395882472395898,-0.023506080185347753,1320,9.917500000000001e-05,0.013265663,-1.3470113158226014,0.08760000076144933,0.2,0.08033955097198486,,
,,15.0,,,0.48520252,46,,,,,,,34500,,,,0.52422662,,2329,,14,,,,,,,,,0.014185689389705658,0.2264697382847468,-0.027015755428249626,1350,9.915625000000001e-05,0.014041089,-1.3787896553675334,0.08902222230099141,0.2,-0.008089780807495117,,
,,,,,0.5393889,,,,,,,,35000,,,,,,,,,,,,,,,,,0.006605669856071472,0.2130067522327105,-0.026607789204869843,1380,9.91375e-05,0.01054864,-1.3456241091092427,0.06195555562153458,0.2,0.05070525407791138,1.3641211628913879,15.0
,,15.05,,,,47,,,,,,,35250,,,,0.5045884,,2384,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,0.42799872,48,,,,,,,36000,,,,0.51992808,,2434,,14,,,,,,,,,-0.01222112774848938,0.1646067460378011,-0.024969103792061395,1410,9.911875000000001e-05,0.011130118,-1.3186207214991252,0.07324444437399506,0.2,-0.07833480834960938,,
,,15.0,,,0.63683057,49,,,,,,,36750,,,,0.6233035499999999,,2484,,14,,,,,,,,,-0.023412711918354034,0.13331784531474114,-0.021640910758817977,1440,9.91e-05,0.010703254,-1.3041065772374472,0.045288888605621955,0.2,0.058386385440826416,,
,,15.0,,,0.66719407,50,,,,,,,37500,,,,0.65676259,,2533,,14,,,,,,,,,0.006995551288127899,0.20961092710494994,-0.025269005689697543,1470,9.908125e-05,0.01022849,-1.2782151103019714,0.08608888907668491,0.2,0.09698420763015747,,
,,15.0,,,0.6634063,51,,,,,,,38250,,,,0.7051797,,2583,,14,,,,,,,,,-0.010844588279724121,0.16910569121440253,-0.02599991471132575,1500,9.90625e-05,0.01175911,-1.2538748502731323,0.08946666684933006,0.2,-0.12295031547546387,,
,,15.0,,,0.70846605,52,,,,,,,39000,,,,0.6863429000000001,,2633,,14,,,,,,,,,0.007125623524188995,0.2254385451475779,-0.03320694284450469,1530,9.904375e-05,0.013006976,-1.2473539312680562,0.17399999930833776,0.2,0.10669714212417603,,
,,15.0,,,0.72575384,53,,,,,,,39750,,,,0.6966672000000002,,2683,,14,,,,,,,,,0.005391314625740051,0.1872588406006495,-0.024996628520658457,1560,9.902500000000001e-05,0.011204121,-1.2143906593322753,0.08764444490273794,0.2,0.047628819942474365,,
,,,,,0.71006423,,,,,,,,40000,,,,,,,,,,,,,,,,,-0.01755198836326599,0.1629605362812678,-0.02712352036808928,1590,9.900625000000001e-05,0.009286648,-1.2073758244514465,0.12133333347737789,0.2,0.004491686820983887,1.5923866033554077,15.0
,,15.05,,,,54,,,,,,,40500,,,,0.7117666000000001,,2737,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,0.63708,55,,,,,,,41250,,,,0.8451117199999999,,2787,,14,,,,,,,,,-0.010396718978881836,0.1764027034242948,-0.02929111271320532,1620,9.898750000000001e-05,0.011946194,-1.1897645036379496,0.12324444501039883,0.2,0.0417865514755249,,
,,15.0,,,1.0342567,56,,,,,,,42000,,,,0.8977701399999998,,2837,,14,,,,,,,,,0.004980809986591339,0.17610278179248173,-0.017453476700662753,1650,9.896875e-05,0.008452384,-1.1665231307347617,0.04431111104010294,0.2,0.02508258819580078,,
,,15.0,,,0.8002823,57,,,,,,,42750,,,,0.9007814799999998,,2886,,14,,,,,,,,,0.004774518311023712,0.21534246802330018,-0.028562082624290556,1680,9.895e-05,0.012179538,-1.150352402528127,0.11115555508683125,0.2,0.038543105125427246,,
,,15.0,,,1.0349909,58,,,,,,,43500,,,,1.03566481,,2936,,14,,,,,,,,,-0.005400940775871277,0.16158743699391684,-0.02362305307312765,1710,9.893125e-05,0.0084704105,-1.1354795535405477,0.08604444502852857,0.2,0.0521472692489624,,
,,15.0,,,1.0565971,59,,,,,,,44250,,,,1.0421934,,2986,,14,,,,,,,,,-0.02664143592119217,0.12427880515654882,-0.027643054433953415,1740,9.89125e-05,0.009610641,-1.1225537260373433,0.09093333457907041,0.2,0.09240931272506714,,
,,,,,1.0287206,,,,,,,,45000,,,,,,,,,,,,,,,,,-0.0050344318151474,0.16890431443850198,-0.02631657169947606,1770,9.889375e-05,0.010671355,-1.120592975616455,0.07906666671236356,0.2,0.03531771898269653,1.5588475227355958,15.0
,,15.0,,,,60,,,,,,,45000,,,,1.0035795399999998,,3041,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,0.93784434,61,,,,,,,45750,,,,1.04449734,,3090,,14,,,,,,,,,0.011487938463687897,0.19089192450046538,-0.024329036078995288,1800,9.8875e-05,0.010921918,-1.088867223262787,0.09502222292746107,0.2,0.0831766128540039,,
,,15.05,,,1.1781392,62,,,,,,,46500,,,,1.17053396,,3140,,14,,,,,,,,,-0.012259714305400848,0.14827465812365215,-0.027612170613313922,1830,9.885625000000001e-05,0.010448618,-1.0431705077489217,0.09008888931324084,0.2,0.00965946912765503,,
,,15.0,,,1.1438373,63,,,,,,,47250,,,,1.1379407300000002,,3190,,14,,,,,,,,,-0.014384124428033829,0.13783008654912313,-0.02649775934780223,1860,9.883750000000001e-05,0.0095361555,-1.0437317848205567,0.11057777802149454,0.2,0.08932054042816162,,
,,15.0,,,1.108772,64,,,,,,,48000,,,,1.15893497,,3240,,14,,,,,,,,,0.008114472031593323,0.20848840723435083,-0.02737551042300961,1890,9.881875000000001e-05,0.011984916,-1.0340246399243673,0.09688888903086385,0.2,0.03133136034011841,,
,,15.0,,,1.2245456,65,,,,,,,48750,,,,1.2686396100000001,,3289,,14,,,,,,,,,-0.0033545494079589844,0.1581372320652008,-0.022032123707379732,1920,9.88e-05,0.010607262,-1.0429226597150167,0.0999555558587114,0.2,-0.09164714813232422,,
,,15.0,,,1.2904476,66,,,,,,,49500,,,,1.2716488799999999,,3339,,14,,,,,,,,,-0.028761189430952072,0.11758699168761572,-0.02882400269992651,1950,9.878125e-05,0.0128150135,-1.0413667837778726,0.15533333346247674,0.2,0.13059312105178833,,
,,,,,1.278904,,,,,,,,50000,,,,,,,,,,,,,,,,,-0.024135317653417587,0.11693215817213058,-0.022844144069724192,1980,9.87625e-05,0.008696487,-1.0562648097674052,0.11115555620441835,0.2,-0.20898687839508057,1.5426791667938233,15.0
,,15.05,,,,67,,,,,,,50250,,,,1.10327333,,3394,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,0.92875993,68,,,,,,,51000,,,,1.10950908,,3444,,14,,,,,,,,,0.052352458238601685,0.29643660386403403,-0.024124693670858535,2010,9.874375e-05,0.011353963,-1.0432445089022317,0.07871111105196178,0.2,-0.047810912132263184,,
,,15.0,,,1.3084526,69,,,,,,,51750,,,,1.26243583,,3494,,14,,,,,,,,,-0.008501708507537842,0.1354054443538189,-0.01580068572514081,2040,9.8725e-05,0.00825763,-1.0471840898195903,0.07408888969415178,0.2,-0.20986783504486084,,
,,15.0,,,1.2589393,70,,,,,,,52500,,,,1.2559183200000001,,3543,,14,,,,,,,,,-0.015633463859558105,0.1404013638695081,-0.028455685837018407,2070,9.870625e-05,0.014954095,-1.0169458965460458,0.10800000103190541,0.2,0.09852069616317749,,
,,15.0,,,1.2103199,71,,,,,,,53250,,,,1.24734906,,3593,,14,,,,,,,,,-0.012184809893369675,0.13252585803469022,-0.022466111304652363,2100,9.86875e-05,0.007979286,-1.0442379673322042,0.10835555484518408,0.2,0.016349852085113525,,
,,15.0,,,1.2830603,72,,,,,,,54000,,,,1.2390061299999997,,3643,,14,,,,,,,,,-0.01379818469285965,0.13564562251170476,-0.02454352392695016,2130,9.866875000000001e-05,0.010570928,-1.0289363940556844,0.1152888890200605,0.2,0.07432711124420166,,
,,15.0,,,1.2349567,73,,,,,,,54750,,,,1.2693679300000003,,3693,,14,,,,,,,,,-0.03172679618000984,0.10569439654548964,-0.02584443770019442,2160,9.865000000000001e-05,0.0103683565,-1.0111885746320088,0.09742222192386786,0.2,-0.19293546676635742,,
,,,,,1.301578,,,,,,,,55000,,,,,,,,,,,,,,,,,-0.02979240193963051,0.11989699751138687,-0.03012434778218675,2190,9.863125e-05,0.015001429,-1.0107142766316732,0.17391111170873047,0.2,-0.022764086723327637,1.3500887155532837,15.0
,,15.05,,,,74,,,,,,,55500,,,,1.2807123000000002,,3747,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.2627794,75,,,,,,,56250,,,,1.2123442500000001,,3797,,14,,,,,,,,,-0.008118677884340286,0.13731372679273288,-0.02354838231472917,2220,9.86125e-05,0.011308002,-1.007240174214045,0.0923999992509683,0.2,0.026013553142547607,,
,,15.0,,,1.1838045,76,,,,,,,57000,,,,1.17317871,,3847,,14,,,,,,,,,0.0034213364124298096,0.17392665992180506,-0.024152804100720418,2250,9.859375000000001e-05,0.0089478,-1.0249146103858948,0.07924444476763408,0.2,0.06336838006973267,,
,,15.0,,,1.104352,77,,,,,,,57750,,,,1.18912865,,3897,,14,,,,,,,,,-0.024513807147741318,0.12730462079246838,-0.027395159229108432,2280,9.8575e-05,0.011261247,-1.0032503922780356,0.08951111178224286,0.2,-0.04624581336975098,,
,,15.0,,,1.2328609,78,,,,,,,58500,,,,1.23689362,,3946,,14,,,,,,,,,-0.02314775437116623,0.1345005283753077,-0.028572750222869203,2310,9.855625e-05,0.015494583,-1.0020197490851084,0.13013333411266406,0.2,-0.09584641456604004,,
,,15.0,,,1.2795157,79,,,,,,,59250,,,,1.3196233199999998,,3996,,14,,,,,,,,,-0.02329879254102707,0.12180838982264201,-0.028846488120841465,2340,9.85375e-05,0.011466381,-0.996403290828069,0.133688888947169,0.2,-0.006252884864807129,,
,,,,,1.3610556,,,,,,,,60000,,,,,,,,,,,,,,,,,-0.045743994414806366,0.07722620728115241,-0.02658449210051653,2370,9.851875e-05,0.012301587,-0.994404943784078,0.13773333253338932,0.2,-0.2169489860534668,1.5670262336730958,15.0
,,15.0,,,,80,,,,,,,60000,,,,1.3517595100000002,,4051,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3217183,81,,,,,,,60750,,,,1.3042700199999997,,4101,,14,,,,,,,,,-0.02986595407128334,0.08776400461792946,-0.02186066657812852,2400,9.850000000000001e-05,0.011172673,-0.9823182761669159,0.090622221895804,0.2,-0.16241455078125,,
,,15.05,,,1.3280276,82,,,,,,,61500,,,,1.3576893200000004,,4151,,14,,,,,,,,,-0.02405063435435295,0.11752980028589567,-0.027758067194103356,2430,9.848125000000001e-05,0.010214089,-0.9558368404706319,0.13186666648834944,0.2,0.039270639419555664,,
,,15.0,,,1.4481287,83,,,,,,,62250,,,,1.4448272000000002,,4200,,14,,,,,,,,,-0.041280150413513184,0.06769180769721667,-0.024473967237770584,2460,9.84625e-05,0.011377286,-0.9555851101875306,0.1352888881539305,0.2,0.016324222087860107,,
,,15.0,,,1.4005322,84,,,,,,,63000,,,,1.39390049,,4250,,14,,,,,,,,,-0.05212286859750748,0.050338197996219,-0.02730080894049672,2490,9.844375e-05,0.017288072,-0.9580931087334951,0.0947111109426866,0.2,0.04583483934402466,,
,,15.0,,,1.3853459,85,,,,,,,63750,,,,1.35625276,,4300,,14,,,,,,,,,-0.02974129095673561,0.0961379865805308,-0.024853142107774822,2520,9.842500000000001e-05,0.013633237,-0.981708824634552,0.08542222262670597,0.2,0.08006143569946289,,
,,15.0,,,1.3480395,86,,,,,,,64500,,,,1.3564220699999996,,4350,,14,,,,,,,,,-0.030127711594104767,0.10328710352381071,-0.02881482202226504,2550,9.840625e-05,0.013925907,-0.9798471927642822,0.1376444456167519,0.2,0.0779460072517395,,
,,,,,1.3280863,,,,,,,,65000,,,,,,,,,,,,,,,,,-0.013367921113967896,0.130618038525184,-0.027972771646765378,2580,9.83875e-05,0.019828457,-0.9807150383790334,0.12235555580506723,0.2,0.009420573711395264,1.5534479141235351,15.0
,,15.05,,,,87,,,,,,,65250,,,,1.32445556,,4405,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3431398,88,,,,,,,66000,,,,1.30379974,,4455,,14,,,,,,,,,-0.03666367381811142,0.08788481056690216,-0.027049744453063844,2610,9.836875e-05,0.013983595,-0.967044331630071,0.12004444474975268,0.2,0.008748054504394531,,
,,15.0,,,1.2830591,89,,,,,,,66750,,,,1.3461061800000003,,4505,,14,,,,,,,,,-0.021891571581363678,0.11887289782365164,-0.02762305000050821,2640,9.835e-05,0.010427512,-0.9798459927241008,0.09795555633803209,0.2,0.0293118953704834,,
,,15.0,,,1.4064727,90,,,,,,,67500,,,,1.39756438,,4555,,14,,,,,,,,,-0.04548123478889465,0.07415635337432226,-0.02644652716227706,2670,9.833125000000001e-05,0.0091240695,-0.9623042047023773,0.08151111121599873,0.2,-0.06348896026611328,,
,,15.0,,,1.4103453,91,,,,,,,68250,,,,1.4170729799999997,,4604,,14,,,,,,,,,-0.028249457478523254,0.08981970176100731,-0.023588578992543956,2700,9.831250000000001e-05,0.011984613,-0.9760439773400624,0.1405777765981232,0.2,0.10132384300231934,,
,,15.0,,,1.4261944,92,,,,,,,69000,,,,1.4192809300000002,,4654,,14,,,,,,,,,-0.03962530568242073,0.07093897772332032,-0.024882855132594715,2730,9.829375000000001e-05,0.009798338,-0.9758345703283946,0.1360444456183662,0.2,-0.16871654987335205,,
,,15.0,,,1.3360709,93,,,,,,,69750,,,,1.33502444,,4704,,14,,,,,,,,,-0.0178106389939785,0.1170555350681146,-0.02556596511604471,2760,9.8275e-05,0.016585398,-0.9674644966920217,0.09711111060654123,0.2,-0.06343436241149902,,
,,,,,1.2670211,,,,,,,,70000,,,,,,,,,,,,,,,,,-0.02667049691081047,0.10744144817193349,-0.02788568189492863,2790,9.825625e-05,0.017888805,-0.9685497144858043,0.10368889082067957,0.2,-0.0011380910873413086,1.6010250091552733,15.0
,,15.05,,,,94,,,,,,,70500,,,,1.24916371,,4759,,14,,,,,,,,,,,,,,,,,,,,
