player,pos,fpts,rec_rcpt,rec_yd,rec_td,rec_tgt,rush_att,rush_yd,rush_td,fpts_halfppr_adjust,source,source_url
Zamir White,RB,163.22661481200004,35.43238608,246.4936912,0.770627003,45.67139103,201.073762,865.0290702,5.154804401,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Aaron Jones,RB,166.280111802,43.0747831,342.404491,1.850626113,59.44704727,157.9216468,740.8648894,4.411087913,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Brian Robinson Jr.,RB,160.658992459,34.84557707,273.3084392,1.095763513,44.3441424,200.0160547,840.6238449,4.574696663,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tony Pollard,RB,151.45008804,38.09609284,245.3070872,1.012277154,48.3067743,168.9017724,726.8487356,4.99276389,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Javonte Williams,RB,152.289117833,48.67717817,298.5207812,1.292070754,63.20013791,168.9043653,669.1395589,4.042090572,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Devin Singletary,RB,148.573307967,35.40437859,225.8503119,0.594292539,46.43502573,184.453033,786.844712,4.54314789,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Raheem Mostert,RB,157.659742942,26.13325646,187.1387994,1.157663337,34.53486727,154.0964908,721.5493297,7.951930756,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jaylen Warren,RB,149.206047312,54.2321096,370.2380339,1.386594833,66.72633898,124.4078971,597.9830806,3.104907925,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyjae Spears,RB,148.811352431,49.83192823,402.3041447,1.794487684,66.28861841,120.5954215,528.199459,3.194418653,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ezekiel Elliott,RB,156.567316817,32.11257147,216.6974479,1.091394557,43.01038683,191.0895685,751.3951752,6.340572357,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Austin Ekeler,RB,146.321942193,49.25666969,434.2230172,2.007228393,67.48957149,116.307694,464.469775,3.535332777,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Zack Moss,RB,140.11822047200002,30.33810716,206.464438,1.050770626,39.48844045,149.4513007,646.8157015,5.588670206,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Chase Brown,RB,145.585559173,41.42723237,307.7045995,1.515213135,51.58604144,134.9625478,577.0879665,4.656534342,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Gus Edwards,RB,134.603937687,16.98870455,134.2388636,0.50685588,21.71028989,179.3193402,759.358845,5.819959709,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
J.K. Dobbins,RB,140.20048815100003,30.45548727,212.1178441,1.105182801,38.91460638,148.4598698,743.4979948,3.92530836,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jonathon Brooks,RB,127.724833959,23.59365329,173.92244,0.82956054,30.16675659,143.2994298,656.0675572,4.772455003,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Nick Chubb,RB,125.787745482,16.54223506,136.5937085,0.487308338,21.41990437,150.4869378,726.5508266,4.79982525,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Chuba Hubbard,RB,120.755664662,29.85289138,197.5637142,0.652629888,36.58674394,137.534729,558.5293558,4.478143161,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jerome Ford,RB,119.90950168299999,28.33505165,201.5280282,0.944116623,37.80641944,142.4755886,590.1860936,3.569091558,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ty Chandler,RB,123.011572356,22.16007626,156.5732897,0.653303604,29.0814611,153.6091066,671.2970522,4.101327518,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyler Allgeier,RB,127.28473825499998,27.98294663,212.1614549,0.990813409,34.02907786,138.1819737,567.6565731,4.899751734,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Zach Charbonnet,RB,119.00823553400002,35.74925322,246.8087793,0.979438969,45.06556659,117.0120179,507.4839946,3.333823502,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Trey Benson,RB,102.78375134199997,21.57103582,152.6375967,0.71232777,27.85145106,122.609437,539.5261062,3.171766212,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Blake Corum,RB,100.15694747200001,17.68097326,129.6354491,0.672411523,23.02501724,119.5509852,511.669916,3.820214405,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kendre Miller,RB,87.79900462500001,30.75133513,242.7850643,1.367312016,39.23255551,70.52898219,306.3501049,1.607114363,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Antonio Gibson,RB,121.74893708300002,39.41962797,282.9739402,1.129837015,51.29008748,123.7727765,522.4996977,2.650909756,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
MarShawn Lloyd,RB,73.996771288,21.41616096,151.6388554,0.9304517,27.79129986,72.42894001,317.7070469,1.862170067,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jaleel McLaughlin,RB,106.527285205,35.34424793,241.6260472,1.061851442,45.47544042,96.68683838,435.2218103,2.396579358,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Miles Sanders,RB,75.90175451700003,16.09773115,119.3512958,0.254317946,23.6300734,93.32959546,396.9334925,2.572004101,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Khalil Herbert,RB,96.71076876900001,16.17576619,115.5275881,0.664646165,22.1889418,125.1551346,569.4070098,2.779917026,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ray Davis,RB,68.70979844600001,12.94768117,94.19809549,0.543158583,17.03866668,82.38372883,351.5015309,2.47559246,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jaylen Wright,RB,49.516542924999996,12.49920221,89.72258796,0.493312838,16.43853868,51.40146315,226.3648453,1.500259457,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Alexander Mattison,RB,85.499219471,12.78856828,86.26176363,0.501968589,17.00353971,121.251215,495.1182878,3.122097568,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Elijah Mitchell,RB,70.66397598000002,11.69749863,79.41341825,0.463777926,14.80039459,84.24714779,346.1761639,3.267839321,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Clyde Edwards-Helaire,RB,96.670716999,23.95751015,206.4747512,2.014064408,32.42404152,87.2325422,374.932742,2.480926691,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Braelon Allen,RB,68.93747806500001,13.08781276,93.38572991,0.564001323,16.5667551,78.40099959,339.1610208,2.682446576,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Rico Dowdle,RB,97.548285369,23.15912327,177.4264498,0.876490508,30.45898358,103.9895062,442.8607058,3.04464121,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Keaton Mitchell,RB,42.538212446,10.28802379,78.18566675,0.512296202,13.35814729,41.16122939,182.7978385,1.39690763,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jamaal Williams,RB,66.537815326,19.1706196,111.2722297,0.288227477,22.65521028,84.03427774,336.5953014,1.820271365,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tank Bigsby,RB,67.82882628600001,12.94620876,91.04111774,0.505510275,17.26422253,82.48050475,344.2552881,2.61771188,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kenneth Gainwell,RB,64.243680615,19.93543519,138.7412192,0.480986359,25.80000679,61.28649902,265.7173606,1.962862562,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyrone Tracy Jr.,RB,62.641666571,17.64634369,121.2449982,0.630825319,23.05475733,65.69252757,275.2449466,1.617914166,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Bucky Irving,RB,72.597920253,16.25994715,117.4231251,0.653183586,21.34125814,80.36994402,348.4795557,1.88615917,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Justice Hill,RB,58.954104516000015,16.37280494,122.9868344,0.547916666,21.9803764,52.78015447,234.6844839,1.823311125,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
D'Onta Foreman,RB,58.87901057999999,6.863116986,49.53203799,0.232157512,8.765630635,79.47370611,334.7602527,2.66435094,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Dameon Pierce,RB,60.504635942,8.762839214,57.56026385,0.260556736,11.43740925,90.38846124,344.5314629,2.167174422,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ty Johnson,RB,52.623725471,15.18636025,145.5032768,0.489816567,22.4018354,44.81589993,192.2899482,1.394769024,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Chase Edmonds,RB,38.667451689,10.36841161,70.775575,0.397978497,13.50734375,44.24320313,192.5964995,0.819050639,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Samaje Perine,RB,48.782627107,18.28371385,130.6001508,0.407031551,22.40201654,42.05983415,182.9560355,1.061997626,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Roschon Johnson,RB,50.785919721999996,12.75583069,86.05081703,0.449009321,16.76127372,54.23389166,233.070406,1.684511003,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Eric Gray,RB,50.058778943,13.32492592,89.00162693,0.455166711,17.291068,53.18835368,225.3067854,1.584406559,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Isaiah Davis,RB,51.141476846,8.911007628,63.14294062,0.382470066,11.28252161,65.44642407,276.5407453,1.791100399,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Nyheim Hines,RB,46.410901491000004,18.33479999,132.9470669,0.747159971,23.34801905,24.18988849,103.6298644,0.798851481,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Michael Carter,RB,46.17189945300001,16.24335037,106.5768127,0.427300564,21.94662347,43.64871648,188.6360811,1.019444591,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Trey Sermon,RB,46.394645565,10.04308029,68.28087004,0.2539517,13.41633696,56.76106572,243.6287872,1.489420182,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Royce Freeman,RB,44.1887607615,9.274255549,65.48225003,0.277243476,12.18359343,53.41101445,222.9996852,1.520709541,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
D'Ernest Johnson,RB,43.650003353,8.854292664,62.46023973,0.226571557,11.39133869,54.40687905,241.0744266,1.288909731,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Trayveon Williams,RB,39.796260076500005,9.229606195,59.59587013,0.259222845,11.7551266,41.58309198,181.8147491,1.384042539,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Evan Hull,RB,39.97568555,8.092189026,56.51833561,0.301852318,10.60676235,47.05809301,200.4865502,1.450814521,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
AJ Dillon,RB,38.27186455649999,8.592610199,64.66531603,0.260288148,10.91574846,47.80872393,186.8250073,1.232851833,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Chris Rodriguez Jr.,RB,32.653963149999996,11.96978023,83.51403943,0.39306809,15.65569551,27.23523425,117.664575,0.748372176,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ameer Abdullah,RB,32.132808637000004,13.05345129,94.33273162,0.414112773,17.00353971,23.82813925,102.3272438,0.602291356,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kimani Vidal,RB,33.259204174,8.03304923,55.34289171,0.30945271,10.24074557,42.53561298,175.644385,0.759206283,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Audric Estime,RB,32.910967808,8.219470722,58.65725557,0.277229687,11.03315644,38.1741578,159.530703,0.921760263,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Cordarrelle Patterson,RB,32.6517367685,7.289044479,54.23895351,0.343025416,9.55670914,29.61862899,124.9040628,0.951339922,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Dare Ogunbowale,RB,31.126078971,10.04698084,74.07235735,0.312443042,14.55647481,31.22373632,126.5055666,0.731236056,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Julius Chestnut,RB,28.4812631495,8.657325639,60.8579971,0.292189793,11.2775161,27.40882267,115.4277073,0.82267712,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kenny McIntosh,RB,28.1303265305,8.235171761,57.83985044,0.322665708,10.56193342,27.5529271,114.8133046,0.830104503,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Craig Reynolds,RB,27.760321874000002,6.097664866,47.17633515,0.203281333,7.943987437,29.49286937,124.8636042,1.084643085,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jordan Mason,RB,31.004434776000004,3.702441788,26.77695668,0.12947475,4.829001378,36.4814089,163.8612224,1.379944981,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
JaMycal Hasty,RB,22.7986163015,7.787284737,52.16350839,0.235176534,10.63353436,21.98071538,93.2022062,0.534050159,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kyle Juszczyk,RB,22.800552719,11.74480154,88.31220621,0.807351165,15.4271755,4.724113822,19.80116718,0.220339288,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jase McClellan,RB,23.676850306000002,4.32880038,30.19705508,0.195540111,5.391160114,28.37189227,118.5237577,0.93240747,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Will Shipley,RB,24.983025223000002,3.832419124,27.01735905,0.158612127,4.970938069,32.66378286,140.5300264,0.75271925,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Isaac Guerendo,RB,22.785025579499997,3.692336897,27.03491091,0.16924982,4.829001378,26.77088092,116.1735334,0.959662323,True,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
