sleeper_id,injury_notes,oddsjam_id,search_last_name,college,team_abbr,birth_state,yahoo_id,search_first_name,pandascore_id,years_exp,fantasy_positions,injury_status,active,team,competitions,high_school,number,birth_city,search_full_name,last_name,birth_country,practice_description,depth_chart_order,fantasy_data_id,status,injury_start_date,news_updated,age,search_rank,practice_participation,opta_id,full_name,swish_id,birth_date,rotowire_id,weight,height,stats_id,espn_id,metadata,player_id,first_name,sport,injury_body_part,position,gsis_id,sportradar_id,hashtag,depth_chart_position,rotoworld_id,Player Id,positional_rank,adp,adp_date,rank_int
5428,,,jeune,Georgia Tech,,,31388.0,ricky,,4.0,['WR'],,True,,[],Saint Joseph Regional (NJ),2.0,,rickyjeune,Jeune,,,,20526.0,Active,,1535476203701.0,28.0,9999999.0,,,Ricky Jeune,,1993-12-03,13096.0,212,75,748570.0,3055908.0,{'channel_id': '1116853100703907840'},5428,Ricky,nfl,,WR,,e5395ca3-47d0-403b-84f5-41bfeba78e67,#rickyjeune-NFL-FA-2,,,,,,,
11522,,,kapp,Kutztown,,,,jerome,,1.0,['WR'],,True,,[],Boyertown Area Senior (PA),31.0,,jeromekapp,Kapp,,,,,Active,,1693334405078.0,24.0,622.0,,,Jerome Kapp,1448292.0,1999-04-07,17644.0,210,75,,,{'channel_id': '1116852698889584640'},11522,Jerome,nfl,,WR,,64c0ef00-fa65-11ed-b161-c5ef733b4e80,#jeromekapp-NFL-FA-31,,,,,,,
2474,,,boyle,Delaware,,,28559.0,nick,,8.0,['TE'],,True,,[],High Point Regional (NJ),86.0,,nickboyle,Boyle,,,,16931.0,Active,,1673388617497.0,29.0,9999999.0,,,Nick Boyle,608753.0,1993-02-17,10252.0,261,76,608753.0,2574591.0,{'channel_id': '1116852808646131712'},2474,Nick,nfl,,TE,00-0031598,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,#nickboyle-NFL-FA-86,,10547.0,,,,,
8809,,8C27E3A10D7A,shampklin,Harvard,,,,aaron,,2.0,['RB'],,True,PIT,[],Long Beach Polytechnic (CA),33.0,,aaronshampklin,Shampklin,,,,,Active,,1705547104670.0,24.0,445.0,,,Aaron Shampklin,1051044.0,1999-10-18,16367.0,195,70,,,"{'channel_id': '1113708820732866560', 'rookie_year': '2022'}",8809,Aaron,nfl,,RB,,c09be300-d30d-11ec-8b77-45b1765fd110,#aaronshampklin-NFL-PIT-33,RB,,,,,,
9487,,6C394246A6D8,washington,Penn State,,,,parker,,1.0,['WR'],,True,JAX,[],Travis (TX),11.0,,parkerwashington,Washington,,,4.0,,Active,,1717684850688.0,22.0,493.0,,,Parker Washington,1229074.0,2002-03-21,16690.0,204,70,,,"{'channel_id': '1113708892983947264', 'rookie_year': '2023'}",9487,Parker,nfl,,WR,,c05863ec-3414-4ae6-a8d2-830aed99b6d3,#parkerwashington-NFL-JAX-11,SWR,,,,,,
1907,,,manziel,Texas A&M,,,27550.0,johnny,,6.0,['QB'],,False,,[],Tivy (TX),2.0,,johnnymanziel,Manziel,,,,16135.0,Inactive,,1552834853016.0,27.0,9999999.0,,,Johnny Manziel,,1992-12-06,9246.0,210,"6'0""",593578.0,16736.0,,1907,Johnny,nfl,,QB,,7ebbfdef-1185-4896-a323-e6d5669a8345,#johnnymanziel-NFL-FA-2,,9271.0,,,,,
3342,,2CDE42756969,grant,Texas Tech,,,29420.0,jakeem,,8.0,['WR'],,True,,[],Horn (TX),9.0,,jakeemgrant,Grant,,,,18103.0,Active,,1721687709866.0,31.0,389.0,,,Jakeem Grant,605325.0,1992-10-30,10990.0,170,66,605325.0,2577641.0,"{'channel_id': '1116852852942176256', 'rookie_year': '2016'}",3342,Jakeem,nfl,,WR,00-0032791,5de11f0b-8da9-42ba-9a93-db7f0a58543b,#jakeemgrant-NFL-FA-9,,11475.0,,,,,
1684,,,brown,Clemson,,,27074.0,jaron,,9.0,['WR'],,True,,[],Cheraw (SC),18.0,,jaronbrown,Brown,,,,15509.0,Active,,1602620149319.0,32.0,763.0,,,Jaron Brown,,1990-01-08,9046.0,205,75,463514.0,16172.0,{'channel_id': '1116852755042926592'},1684,Jaron,nfl,,WR,00-0030300,51952c7b-11c5-4229-baf9-08d4694cc2ad,#jaronbrown-NFL-FA-18,,8869.0,,,,,
6918,,998715B4D91F,ahmed,Washington,,,33265.0,salvon,,4.0,['RB'],,True,MIA,[],Juanita (WA),26.0,,salvonahmed,Ahmed,,,6.0,21843.0,Active,,1721778606044.0,25.0,433.0,,,Salvon Ahmed,1049246.0,1998-12-30,14453.0,197,71,,4243315.0,"{'channel_id': '1113708735169064960', 'rookie_year': '2020'}",6918,Salvon,nfl,,RB,,0dbbd211-0372-4751-9751-e4df4ab1f8eb,#salvonahmed-NFL-MIA-26,RB,,,,,,
6137,,BAB992EBEF7A,sweeney,Boston College,,,32060.0,tommy,,5.0,['TE'],,True,CHI,[],Don Bosco Prep (NJ),47.0,,tommysweeney,Sweeney,,,5.0,20957.0,Active,,1715609108029.0,29.0,9999999.0,,,Tommy Sweeney,836094.0,1995-07-01,13667.0,255,77,836094.0,3122818.0,"{'channel_id': '1113708766848643072', 'rookie_year': '2019'}",6137,Tommy,nfl,,TE, 00-0035308,ec63ee49-3a03-44ca-a083-3916f0bccd76,#tommysweeney-NFL-CHI-47,TE,,,,,,
3561,,,williams,East Carolina,,,29879.0,bryce,,6.0,['TE'],,True,,[],North Davidson,80.0,,brycewilliams,Williams,,,,18334.0,Active,,1523486701657.0,28.0,9999999.0,,,Bryce Williams,,1993-02-24,10946.0,258,78,609814.0,2981998.0,{'channel_id': '1116852875503337472'},3561,Bryce,nfl,,TE,00-0032583,a204547e-ecd3-4116-909a-ce823caa9067,#brycewilliams-NFL-FA-80,,,,,,,
832,,,whalen,Stanford,,,24954.0,ryan,,3.0,['WR'],,False,,[],,81.0,,ryanwhalen,Whalen,,,,12857.0,Inactive,,,29.0,9999999.0,,,Ryan Whalen,,1989-07-26,7411.0,202,"6'1""",,14131.0,,832,Ryan,nfl,,WR,,4a99b4bf-e03e-4253-8b9b-c070ef796daf,#ryanwhalen-NFL-FA-81,,,,,,,
6786,,85450367222D,lamb,Oklahoma,,,32687.0,ceedee,,4.0,['WR'],DNR,True,DAL,[],Foster (TX),88.0,,ceedeelamb,Lamb,,,1.0,21679.0,Active,,1723066526014.0,25.0,2.0,,,CeeDee Lamb,1062020.0,1999-04-08,14411.0,200,74,,4241389.0,"{'channel_id': '1113708855537201152', 'rookie_year': '2020'}",6786,CeeDee,nfl,Undisclosed,WR,,a72ea15b-5199-4101-a300-846e1c655add,#ceedeelamb-NFL-DAL-88,LWR,,6786,WR2,2.2,"August 2, 2024",2.0
5038,,1E240D9C1957,gallup,Colorado State,,,31051.0,michael,,6.0,['WR'],NA,True,,[],Monroe (GA),10.0,,michaelgallup,Gallup,,,,19867.0,Active,,1722013243055.0,28.0,299.0,,,Michael Gallup,912070.0,1996-03-04,12810.0,205,73,912070.0,4036348.0,"{'channel_id': '1113708771563040768', 'rookie_year': '2018'}",5038,Michael,nfl,Undisclosed,WR,00-0034764,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,#michaelgallup-NFL-FA-10,,13149.0,5038,,,"August 2, 2024",
11584,,A45A1C03F17B,irving,Oregon,,,,bucky,,0.0,['RB'],,True,TB,[],Hillcrest (IL),7.0,,buckyirving,Irving,,,2.0,,Active,,1722708045601.0,21.0,185.0,,,Bucky Irving,1287923.0,2002-08-19,17784.0,195,70,,,"{'channel_id': '1113708732941889536', 'rookie_year': '2024'}",11584,Bucky,nfl,,RB,,c5249c6f-bd1b-4352-8228-de2bd499ca0d,#buckyirving-NFL-TB-7,RB,,11584,RB51,184.8,"August 2, 2024",51.0
1195,,,martin,Boise State,,,25741.0,doug,,10.0,['RB'],,False,,[],St. Mary's (CA),22.0,,dougmartin,Martin,,,,14385.0,Inactive,,1567555522755.0,32.0,9999999.0,,,Doug Martin,,1989-01-13,8058.0,210,69,381806.0,14885.0,,1195,Doug,nfl,,RB,00-0029613,5c2a0c83-e18a-43dd-bd65-704771157e42,#dougmartin-NFL-FA-22,,7426.0,,,,,
2023,,,thomas,Oregon,,,27652.0,deanthony,,8.0,['WR'],,True,,[],Crenshaw (CA),16.0,,deanthonythomas,Thomas,,,,16305.0,Inactive,,1648441845359.0,29.0,803.0,,,De'Anthony Thomas,,1993-01-05,9274.0,176,68,607847.0,16945.0,{'channel_id': '1116852775678902272'},2023,De'Anthony,nfl,,WR,00-0031060,35823109-daf1-4825-92b8-564271398ecb,#deanthonythomas-NFL-FA-16,,,,,,,
11649,,A92E6B2C0008,milton,Georgia,,,,kendall,,0.0,['RB'],,True,PHI,[],Buchanan (CA),36.0,,kendallmilton,Milton,,,4.0,,Active,,1714777241733.0,22.0,655.0,,,Kendall Milton,1213345.0,2002-02-10,17970.0,232,73,,,"{'channel_id': '1113708718547038208', 'rookie_year': '2024'}",11649,Kendall,nfl,,RB,,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,#kendallmilton-NFL-PHI-36,RB,,,,,,
6783,,74F257A6F220,jeudy,Alabama,,,32685.0,jerry,,4.0,['WR'],,True,CLE,[],Deerfield Beach (FL),3.0,,jerryjeudy,Jeudy,,,2.0,21692.0,Active,,1723010719876.0,25.0,134.0,,,Jerry Jeudy,973935.0,1999-04-24,14458.0,195,73,,4241463.0,"{'channel_id': '1113708842941706240', 'rookie_year': '2020'}",6783,Jerry,nfl,,WR,,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,#jerryjeudy-NFL-CLE-3,RWR,,6783,WR54,134.7,"August 2, 2024",54.0
221,,,celek,Cincinnati,,,8416.0,brent,,13.0,['TE'],,False,,[],La Salle (OH),87.0,,brentcelek,Celek,,,,5511.0,Inactive,,1564440320341.0,35.0,9999999.0,,,Brent Celek,,1985-01-25,5403.0,255,"6'4""",229510.0,10605.0,,221,Brent,nfl,,TE,00-0025549,645a8bf9-2079-4df4-904a-3d8f08438b85,#brentcelek-NFL-FA-87,,4269.0,,,,,
387,,,moreno,Georgia,,,,knowshon,,6.0,['RB'],,False,,[],,28.0,,knowshonmoreno,Moreno,,,,8699.0,Inactive,,,30.0,9999999.0,,,Knowshon Moreno,,1987-07-16,,210,"5'11""",,12516.0,,387,Knowshon,nfl,,RB,,d7ed32dc-b05b-4a90-b29c-7fcb4527d2c5,#knowshonmoreno-NFL-FA-28,,5163.0,,,,,
8432,,,invalid,,,,,player,,0.0,['TE'],,False,,[],,,,playerinvalid,Invalid,,,,,Inactive,,,,,,,Player Invalid,,,,,,,,,8432,Player,nfl,,TE,,,#playerinvalid-NFL-FA,,,,,,,
11616,,D501FE0B726A,cowing,Arizona,,,,jacob,,0.0,['WR'],,True,SF,[],Maricopa (AZ),83.0,,jacobcowing,Cowing,,,,,Active,,1722989113020.0,23.0,400.0,,,Jacob Cowing,1181861.0,2001-02-04,17008.0,171,69,,,"{'channel_id': '1113708878039642112', 'rookie_year': '2024'}",11616,Jacob,nfl,,WR,,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,#jacobcowing-NFL-SF-83,,,11616,,,"August 2, 2024",
5965,,0A22FF8AADCF,boykin,Notre Dame,,,31925.0,miles,,5.0,['WR'],,True,NYG,[],Providence Catholic (IL),81.0,,milesboykin,Boykin,,,8.0,21037.0,Active,,1712694005884.0,27.0,543.0,,,Miles Boykin,884553.0,1996-10-12,13553.0,220,76,884553.0,3932423.0,"{'channel_id': '1113708680123019264', 'rookie_year': '2019'}",5965,Miles,nfl,,WR, 00-0035703,d1ed6f8c-1611-4695-8b48-5adce0de50dd,#milesboykin-NFL-NYG-81,RWR,14013.0,,,,,
2125,,,peacock,Appalachian State,,,28008.0,andrew,,1.0,['WR'],,False,,[],,1.0,,andrewpeacock,Peacock,,,,16462.0,Inactive,,,26.0,9999999.0,,,Andrew Peacock,,1991-01-14,,195,"5'9""",504365.0,17025.0,,2125,Andrew,nfl,,WR,,404c313b-6788-45ac-8438-99b224988b8f,#andrewpeacock-NFL-FA-1,,,,,,,
4992,,CEEF50BC317C,pettis,Washington,,,31014.0,dante,,6.0,['WR'],,True,CHI,[],JSerra Catholic (CA),81.0,,dantepettis,Pettis,,,7.0,19854.0,Active,,1722985811441.0,28.0,468.0,,,Dante Pettis,837820.0,1995-10-23,12884.0,195,73,837820.0,3127306.0,"{'channel_id': '1113708761173749761', 'rookie_year': '2018'}",4992,Dante,nfl,,WR,00-0034860,20d16690-560b-4a01-af20-8870ef07ea70,#dantepettis-NFL-CHI-81,RWR,13160.0,,,,,
3620,,,addison,Oregon,,,29616.0,bralon,,6.0,['WR'],,False,,[],Hightower (TX),89.0,,bralonaddison,Addison,,,,18407.0,Inactive,,1596767449898.0,28.0,9999999.0,,,Bralon Addison,,1993-10-12,10747.0,190,70,689636.0,2971271.0,,3620,Bralon,nfl,,WR, 00-0032482,319497eb-9f40-4ef7-9dfe-72314a8e9b21,#bralonaddison-NFL-FA-89,,,,,,,
11155,,,sims,Bowling Green,,,,christian,,1.0,['TE'],,True,,[],Norcross (GA),46.0,,christiansims,Sims,,,,,Active,,1693254649926.0,22.0,449.0,,,Christian Sims,1181975.0,2001-02-15,17337.0,243,74,,,{'channel_id': '1116852657747656704'},11155,Christian,nfl,,TE,,825c01a0-e857-11ed-95b2-5d386c06de36,#christiansims-NFL-FA-46,,,,,,,
9504,,86B6983F9C7F,boutte,LSU,,,,kayshon,,1.0,['WR'],,True,NE,[],Westgate (LA),80.0,,kayshonboutte,Boutte,,,9.0,,Active,,1721140559504.0,22.0,371.0,,,Kayshon Boutte,1213362.0,2002-05-07,16795.0,197,71,,,"{'channel_id': '1113708794036121600', 'rookie_year': '2023'}",9504,Kayshon,nfl,,WR,,9c054866-5e6c-460b-9af3-ebf91e7d0a3e,#kayshonboutte-NFL-NE-80,LWR,,,,,,
4828,,,davis,James Madison,,,30940.0,rashard,,5.0,['WR'],,True,,[],Charlottesville (VA),6.0,,rasharddavis,Davis,,,,19732.0,Active,,1660682432289.0,26.0,9999999.0,,,Rashard Davis,750368.0,1995-09-14,12367.0,180,69,750368.0,3049329.0,{'channel_id': '1116853028188585984'},4828,Rashard,nfl,,WR,00-0034034,4e87e1a1-8b89-4738-a527-87eb0663c35d,#rasharddavis-NFL-FA-6,,,,,,,
1914,,,archer,Kent State,,,27625.0,dri,,6.0,['RB'],,False,,[],Venice (FL),13.0,,driarcher,Archer,,,,16144.0,Inactive,,,29.0,9999999.0,,,Dri Archer,,1991-08-09,9474.0,173,"5'8""",506529.0,16755.0,,1914,Dri,nfl,,RB,,4aeef161-65c6-4bc6-89c5-ceb7d6d1a25b,#driarcher-NFL-FA-13,,,,,,,
4396,,,morgan,Arkansas,,,30647.0,drew,,5.0,['WR'],,True,,[],Greenwood (AR),81.0,,drewmorgan,Morgan,,,,19255.0,Active,,1515031201931.0,27.0,9999999.0,,,Drew Morgan,,1994-12-02,11867.0,187,72,744431.0,3046438.0,{'channel_id': '1116852960572211200'},4396,Drew,nfl,,WR,00-0033407,7e56f066-0225-4b22-ab11-9cb1d6325ee8,#drewmorgan-NFL-FA-81,,,,,,,
4038,,15F7058AB537,ross,Washington,,,30122.0,john,,7.0,['WR'],,True,PHI,[],Long Beach Jordan (CA),83.0,,johnross,Ross,,,,18881.0,Active,,1721962840456.0,28.0,441.0,,,John Ross,747906.0,1995-11-27,11699.0,190,71,747906.0,3052177.0,"{'channel_id': '1113708717100003328', 'rookie_year': '2017'}",4038,John,nfl,,WR,00-0033460,938b363a-6967-4cef-bcd2-bb358a9f6c98,#johnross-NFL-PHI-83,LWR,12173.0,,,,,
914,,,hankerson,Miami,,,24866.0,leonard,,9.0,['WR'],,False,,[],Aquinas (FL),80.0,,leonardhankerson,Hankerson,,,,13162.0,Inactive,,,31.0,9999999.0,,,Leonard Hankerson,,1989-01-30,7381.0,211,"6'2""",398112.0,14021.0,,914,Leonard,nfl,,WR,,7877c393-beb4-4f40-a6c5-d864ca6e5172,#leonardhankerson-NFL-FA-80,,6425.0,,,,,
11439,,C92FD917D2BE,mclaughlin,Youngstown State,,,,jaleel,,1.0,['RB'],,True,DEN,[],Forest Hills (NC),38.0,,jaleelmclaughlin,McLaughlin,,,2.0,,Active,,1719001561272.0,23.0,164.0,,,Jaleel McLaughlin,1271738.0,2000-09-13,17319.0,187,67,,,"{'channel_id': '1113708825132691457', 'rookie_year': '2023'}",11439,Jaleel,nfl,,RB,,60b4ded0-f321-11ed-ab27-e38fa04fd6c0,#jaleelmclaughlin-NFL-DEN-38,RB,,11439,RB61,164.1,"August 2, 2024",61.0
11282,,,king,Southeast Missouri State,,,,johnny,,1.0,['WR'],,True,,[],Boyd H. Anderson (FL),43.0,,johnnyking,King,,,,,Active,,1693347910321.0,23.0,469.0,,,Johnny King,1216596.0,1999-09-29,17509.0,209,77,,,{'channel_id': '1116852672087982080'},11282,Johnny,nfl,,WR,,08ee0ac0-eb81-11ed-bdbc-7f2763e63be6,#johnnyking-NFL-FA-43,,,,,,,
3730,,,jones,Memphis,,,29795.0,tevin,,6.0,['WR'],,True,,[],Clear Creek (TX),0.0,,tevinjones,Jones,,,,18540.0,Active,,1627875617715.0,29.0,1091.0,,,Tevin Jones,614302.0,1992-12-26,11467.0,225,74,614302.0,2586703.0,{'channel_id': '1116852901101174784'},3730,Tevin,nfl,,WR,00-0032728,44d9bb75-f947-406c-b847-6b11684a07c1,#tevinjones-NFL-FA-0,,,,,,,
1609,,,pantale,Boston College,,,26991.0,chris,,9.0,['TE'],,False,,[],Wayne Valley (NJ),86.0,,chrispantale,Pantale,,,,15281.0,Inactive,,,31.0,9999999.0,,,Chris Pantale,,1990-03-22,8947.0,254,77,461900.0,16210.0,,1609,Chris,nfl,,TE,,614dd7ea-e1ac-4e3f-993b-39f2f62c7eeb,#chrispantale-NFL-FA-86,,,,,,,
5718,,,yurachek,Marshall,,,31715.0,ryan,,4.0,['TE'],,True,,[],Carolina Forest,42.0,,ryanyurachek,Yurachek,,,,20632.0,Active,,1578677115320.0,25.0,9999999.0,,,Ryan Yurachek,,1996-08-27,13203.0,239,72,843755.0,3139447.0,{'channel_id': '1116853151085887488'},5718,Ryan,nfl,,TE,00-0034725,d8bc2cac-4537-4541-b9ea-a51bdd63e20c,#ryanyurachek-NFL-FA-42,,,,,,,
3916,,,watford,Hampton,,,30044.0,david,,6.0,['WR'],,True,,[],Hampton (VA),14.0,,davidwatford,Watford,,,,18743.0,Active,,,28.0,9999999.0,,,David Watford,,1993-06-16,11653.0,212,74,596437.0,2577807.0,{'channel_id': '1116852915210813440'},3916,David,nfl,,WR,,0f151d7d-c87e-4260-b5ab-f2596aa1ab06,#davidwatford-NFL-FA-14,,,,,,,
5530,,,berry,Tennessee,,,31450.0,evan,,4.0,['WR'],,True,,[],Creekside (GA),0.0,,evanberry,Berry,,,,20120.0,Active,,1535493306660.0,26.0,9999999.0,,,Evan Berry,,1995-11-04,13134.0,205,71,829985.0,3115343.0,{'channel_id': '1116853117078470656'},5530,Evan,nfl,,WR,,8f12880d-0375-4b70-836b-c1e88bcb3515,#evanberry-NFL-FA-0,,,,,,,
11445,,,grimes,Incarnate Word,,,,taylor,,1.0,['WR'],,True,,[],Godly (TX),13.0,,taylorgrimes,Grimes,,,,,Active,,1693323303780.0,23.0,9999999.0,,,Taylor Grimes,1128933.0,2000-03-26,17590.0,188,71,,,{'channel_id': '1116852690060574720'},11445,Taylor,nfl,,WR,,d15667f0-f31f-11ed-857b-51f5bc78307f,#taylorgrimes-NFL-FA-13,,,,,,,
5619,,,dawkins,Colorado State,,,31620.0,dalyn,,4.0,['RB'],,True,,[],Trinity (KY),28.0,,dalyndawkins,Dawkins,,,,20600.0,Active,,1608771051119.0,27.0,1497.0,,,Dalyn Dawkins,,1994-12-12,13293.0,185,67,749064.0,3052449.0,{'channel_id': '1116853133012631552'},5619,Dalyn,nfl,,RB,00-0034654,12c39c1f-d579-4bd5-b736-62afd23b8208,#dalyndawkins-NFL-FA-28,,,,,,,
5122,,D3399A88060D,scott,Louisiana Tech,,,31171.0,boston,,6.0,['RB'],,True,LAR,[],Zachary (LA),30.0,,bostonscott,Scott,,,4.0,20039.0,Active,,1714522218960.0,29.0,549.0,,,Boston Scott,749635.0,1995-04-27,12996.0,204,66,749635.0,3051439.0,"{'channel_id': '1113708703757922304', 'rookie_year': '2018'}",5122,Boston,nfl,,RB,00-0034414,768f6afa-ba24-40d9-bdc1-3184bba2ec2b,#bostonscott-NFL-LAR-30,RB,13301.0,,,,,
5396,,,baileyii,None,,,31253.0,sergio,,0.0,['WR'],NA,False,,[],,83.0,,sergiobaileyii,Bailey II,,,,20473.0,Inactive,,,29.0,9999999.0,,,Sergio Bailey II,,1991-09-07,,190,"6'0""",927071.0,4039320.0,{'override_active': 'false'},5396,Sergio,nfl,,WR,,,#sergiobaileyii-NFL-FA-83,,,,,,,
11629,,8761214CCFC6,walker,North Carolina,,,,devontez,,0.0,['WR'],,True,BAL,[],West Charlotte (NC),81.0,,devontezwalker,Walker,,,4.0,,Active,,1722455144409.0,23.0,239.0,,,Devontez Walker,1277914.0,2001-06-19,17728.0,198,73,,,"{'channel_id': '1113708871093874688', 'rookie_year': '2024'}",11629,Devontez,nfl,,WR,,b5d1ed29-c72a-45ff-ae60-337e13728b2f,#devontezwalker-NFL-BAL-81,RWR,,11629,WR81,243.0,"August 2, 2024",81.0
355,,,leonard,Rutgers,,,,brian,,7.0,['RB'],,False,,[],,40.0,,brianleonard,Leonard,,,,8438.0,Inactive,,,33.0,9999999.0,,,Brian Leonard,,1984-02-03,,230,"6'1""",216312.0,,,355,Brian,nfl,,RB,,b3f527c8-5744-4751-8f54-1677fbb32aca,#brianleonard-NFL-FA-40,,,,,,,
506,,,nelson,Florida,,,24272.0,david,,5.0,['WR'],,False,,[],,15.0,,davidnelson,Nelson,,,,10946.0,Inactive,,,31.0,9999999.0,,,David Nelson,,1986-11-07,6757.0,214,"6'5""",296139.0,,,506,David,nfl,,WR,,c4c93a2d-acf4-4ea9-82d1-aa3c4228bc9c,#davidnelson-NFL-FA-15,,,,,,,
737,,,shuler,Penn State,,,24190.0,mickey,,10.0,['TE'],,False,,[],East Pennsboro (PA),82.0,,mickeyshuler,Shuler,,,,12326.0,Inactive,,,33.0,9999999.0,,,Mickey Shuler,,1986-10-09,,247,"6'4""",326851.0,13456.0,,737,Mickey,nfl,,TE,,6d12dd97-454c-4b7c-a682-a57a830270c4,#mickeyshuler-NFL-FA-82,,,,,,,
1749,,,stoneburner,Ohio State,,,27359.0,jake,,7.0,['TE'],,False,,[],Dublin Coffman (OH),49.0,,jakestoneburner,Stoneburner,,,,15757.0,Inactive,,,31.0,9999999.0,,,Jake Stoneburner,,1989-08-25,9185.0,249,"6'3""",448014.0,16493.0,,1749,Jake,nfl,,TE,,35fa687f-a242-47d4-bf5e-93343b4cb21c,#jakestoneburner-NFL-FA-49,,,,,,,
